Puzis add SotA avg., Puzis removal SotA avg., Puzis add SotA peak, Dynamic add GBC avg., Dynamic add GBC peak, Puzis removal SotA peak, Dynamic removal GBC avg., Dynamic removal GBC peak
84.16281467013889, 84.46321614583333, 90.921875, 95.46438717532467, 105.44921875, 91.0390625, 94.77458079268293, 105.5
84.14832746478874, 84.60666232638889, 90.82421875, 95.2510878164557, 105.53125, 91.12109375, 95.49399038461539, 105.58203125
84.08060599662163, 84.45638020833333, 90.83203125, 95.56113027597402, 105.55078125, 91.0390625, 95.72727272727273, 105.5
84.05322265625, 84.51090494791667, 90.9140625, 95.53459821428571, 105.5390625, 91.046875, 94.92515432098766, 105.58203125
84.13847931338029, 84.54644097222223, 90.828125, 95.57141426282051, 105.53125, 91.1171875, 95.20292721518987, 105.5
84.13528829225352, 84.58051215277777, 90.828125, 95.60592532467533, 105.4921875, 91.03515625, 95.51232751623377, 105.58203125
84.17226012323944, 84.49092209507042, 90.828125, 95.36543469551282, 105.55078125, 91.05859375, 94.99889081790124, 105.515625
84.11436631944444, 84.51996527777777, 90.828125, 95.67877435064935, 105.46875, 91.0546875, 94.58454241071429, 105.5
84.04757063356165, 84.60866970486111, 90.91796875, 95.41269277597402, 105.46875, 91.08203125, 95.30498417721519, 105.5
84.17182074652777, 84.57432725694444, 90.91796875, 95.64812911184211, 105.46875, 91.0703125, 95.43719951923077, 105.5
84.23627387152777, 84.63541666666667, 90.83203125, 95.54849837662337, 105.55078125, 91.12890625, 95.144921875, 105.5
84.16612413194444, 84.54844835069444, 90.828125, 95.55478766025641, 105.46875, 91.04296875, 94.69785391566265, 105.58203125
84.2696963028169, 84.62890625, 90.83203125, 95.41959212662337, 105.55078125, 91.125, 95.36982421875, 105.5
84.15570746527777, 84.61360677083333, 90.859375, 95.61288060897436, 105.51953125, 91.04296875, 95.24673655063292, 105.58203125
84.26498287671232, 84.68614366319444, 90.91796875, 95.44461137820512, 105.55078125, 91.125, 95.1692226080247, 105.5078125
84.30891927083333, 84.62928602430556, 90.921875, 95.5830829326923, 105.4765625, 91.046875, 94.5361328125, 105.55078125
84.25048828125, 84.46393407534246, 90.921875, 95.3944811698718, 105.515625, 91.12890625, 95.51107594936708, 105.5
84.31049262152777, 84.65473090277777, 90.921875, 95.45104825949367, 105.46875, 91.05078125, 94.41199448529412, 105.5
84.30712890625, 84.7183754280822, 90.921875, 95.66289569805195, 105.55078125, 91.12890625, 94.90372522865853, 105.5
84.29302226027397, 84.58430989583333, 90.921875, 95.49370941558442, 105.53125, 91.05078125, 95.19550540123457, 105.58203125
84.1995933219178, 84.66232638888889, 90.921875, 95.61959134615384, 105.55078125, 91.12109375, 95.2664161392405, 105.5
84.27816901408451, 84.72439236111111, 90.83984375, 95.6270799512987, 105.46875, 91.12890625, 94.34779094827586, 105.58203125
84.36214192708333, 84.74386935763889, 90.92578125, 95.63545048701299, 105.55078125, 91.12890625, 95.34365234375, 105.5
84.36827256944444, 84.76144748263889, 90.8359375, 95.60126582278481, 105.46875, 91.1328125, 94.6274181547619, 105.5625
84.05490154109589, 84.71842447916667, 90.92578125, 95.34597507911393, 105.55078125, 91.1328125, 95.53243670886076, 105.5078125
84.11203342013889, 84.68221830985915, 90.87109375, 95.65074118589743, 105.48046875, 91.046875, 94.7199265813253, 105.50390625
84.14393446180556, 84.69911024305556, 90.92578125, 95.40454727564102, 105.4765625, 91.08984375, 95.31336805555556, 105.5078125
84.14767795138889, 84.71576605902777, 90.88671875, 95.57183441558442, 105.4765625, 91.0625, 95.58756922468355, 105.58203125
84.13286675347223, 84.65591989436619, 90.92578125, 95.40451938291139, 105.55859375, 91.04296875, 95.61343149038461, 105.5
84.14496527777777, 84.77690972222223, 90.88671875, 95.36778846153847, 105.4765625, 91.12890625, 95.1451171875, 105.58203125
84.13802083333333, 84.78228081597223, 90.921875, 95.46844951923077, 105.55859375, 91.04296875, 95.21513310185185, 105.5
84.13666373239437, 84.77164713541667, 90.8359375, 95.44358188291139, 105.4765625, 91.125, 95.62144431089743, 105.58203125
84.02959118150685, 84.80099826388889, 90.921875, 95.241943359375, 105.55859375, 91.04296875, 95.11899771341463, 105.5
84.07873019366197, 84.79953342013889, 90.83984375, 95.61543469551282, 105.4765625, 91.125, 94.65304129464286, 105.5
84.11528862847223, 84.78255208333333, 90.921875, 95.4325059335443, 105.55859375, 91.04296875, 95.448046875, 105.58203125
84.07322843309859, 84.76041666666667, 90.8359375, 95.52789463141026, 105.4765625, 91.0390625, 95.40234375, 105.5
84.13254123263889, 84.80446742957747, 90.84375, 95.5674078525641, 105.55859375, 91.0390625, 95.46914556962025, 105.52734375
84.162109375, 84.80571831597223, 90.9296875, 95.72132120253164, 105.5078125, 91.07421875, 95.514208984375, 105.58203125
84.13666449652777, 84.79584418402777, 90.84765625, 95.33227848101266, 105.45703125, 91.04296875, 95.13806905864197, 105.5
84.20681423611111, 84.90391710069444, 90.9296875, 95.43149038461539, 105.4765625, 91.125, 95.60993303571429, 105.5
84.22536892361111, 84.92469618055556, 90.84375, 95.65700120192308, 105.5390625, 91.04296875, 95.7333233173077, 105.5
84.18918185763889, 84.89946831597223, 90.9296875, 95.73491890822785, 105.45703125, 91.12109375, 95.32426697530865, 105.53125
84.15724031690141, 84.89979383680556, 90.8515625, 95.36025390625, 105.5390625, 91.0390625, 95.62048498376623, 105.50390625
84.17361111111111, 84.92080479452055, 90.92578125, 95.54932892628206, 105.45703125, 91.12109375, 95.3035996835443, 105.5703125
84.17078993055556, 84.88986545138889, 90.83984375, 95.5596590909091, 105.5390625, 91.0390625, 95.36605023734177, 105.58203125
84.01749785958904, 84.96717664930556, 90.92578125, 95.56675237341773, 105.45703125, 91.08984375, 95.385498046875, 105.5
84.20439040492958, 84.93836805555556, 90.84375, 95.42528678797468, 105.5390625, 91.125, 95.40078125, 105.5
84.21630859375, 84.84857855902777, 90.9296875, 95.78180088141026, 105.45703125, 91.0390625, 95.383203125, 105.5
84.23277948943662, 84.92827690972223, 90.84765625, 95.6948051948052, 105.5390625, 91.1328125, 94.98178652108433, 105.58203125
84.18441901408451, 84.90934244791667, 90.84375, 95.47958984375, 105.45703125, 91.05078125, 95.0505907012195, 105.5
84.48508029513889, 84.85248480902777, 90.96484375, 95.84679383116882, 105.55859375, 91.0546875, 94.6587146577381, 105.5
84.59304470486111, 84.91666666666667, 90.8671875, 95.98407451923077, 105.37109375, 91.0546875, 94.59733829941861, 105.5
84.53065321180556, 84.95572916666667, 90.96875, 95.71651785714286, 105.5390625, 91.0546875, 95.422412109375, 105.58203125
84.59548611111111, 84.88886443661971, 90.76171875, 95.66376201923077, 105.45703125, 91.05078125, 95.528076171875, 105.578125
84.74213324652777, 84.71533203125, 90.97265625, 95.67553084935898, 105.55859375, 91.13671875, 95.35286458333333, 105.58203125
84.68310546875, 84.71978081597223, 90.83203125, 95.72275641025641, 105.5234375, 91.0546875, 95.79435324367088, 105.5546875
84.73171657986111, 84.59966362847223, 90.97265625, 95.5609273538961, 105.5390625, 91.0546875, 94.921827936747, 105.58203125
84.63847931338029, 84.58769806338029, 90.85546875, 95.75464794303798, 105.45703125, 91.0546875, 95.67948971518987, 105.5
84.79242621527777, 84.61892361111111, 90.98046875, 95.51171875, 105.5390625, 91.09765625, 95.19714506172839, 105.58203125
84.77273220486111, 84.68272569444444, 90.8359375, 95.57977764423077, 105.484375, 91.05859375, 95.51162109375, 105.5
84.75330946180556, 84.59573063380282, 90.984375, 95.46316257911393, 105.5390625, 91.12890625, 95.32166280864197, 105.58203125
84.74913194444444, 84.60557577054794, 90.78515625, 95.6083603896104, 105.45703125, 91.140625, 94.83393787202381, 105.53515625
84.81434461805556, 84.6376953125, 90.98046875, 95.593603515625, 105.55859375, 91.05859375, 95.6084735576923, 105.5
84.85812717013889, 84.64089626736111, 90.83984375, 95.96664663461539, 105.4140625, 91.140625, 95.5146734775641, 105.5546875
84.86100260416667, 84.66427951388889, 90.9765625, 95.5497796474359, 105.5390625, 91.0546875, 95.325341796875, 105.58203125
84.91845703125, 84.70168022260275, 90.88671875, 95.43037109375, 105.46484375, 91.140625, 95.21040702160494, 105.5
84.96625434027777, 84.58072916666667, 90.9765625, 95.374658203125, 105.55859375, 91.0546875, 94.96774961890245, 105.484375
84.84857855902777, 84.67588975694444, 90.7578125, 95.66416266025641, 105.4765625, 91.13671875, 95.55439082278481, 105.5234375
84.95393880208333, 84.55208333333333, 90.98046875, 95.6035657051282, 105.51953125, 91.0546875, 94.96620858433735, 105.56640625
84.95404730902777, 84.64539930555556, 90.75, 95.64118303571429, 105.4765625, 91.140625, 95.12538109756098, 105.484375
85.05289713541667, 84.63753255208333, 90.984375, 95.55148237179488, 105.55859375, 91.05859375, 95.39443359375, 105.484375
84.94856770833333, 84.5318386130137, 90.765625, 95.65714003164557, 105.4765625, 91.140625, 95.349365234375, 105.484375
85.00330946180556, 84.59483506944444, 90.984375, 95.70713141025641, 105.55859375, 91.05859375, 95.188671875, 105.484375
84.90261501736111, 84.52284071180556, 90.765625, 95.63731971153847, 105.4765625, 91.0546875, 94.9296875, 105.56640625
84.93446180555556, 84.53950264084507, 90.98046875, 95.52319026898734, 105.55859375, 91.0546875, 95.7138291396104, 105.484375
